ID,Intelligence,Blood Status,Loyalty,Gender,What are you curious about?,Affinity to Dark Arts,Magic Transportation Model,Height,Preferred Goblet Potion,"If you were a principal, how would you choose your students?",Species,Preferred Element,Kindness,House
182,22.0,Muggle Born,39.0,M,Magical Creatures,42.37,Floo Network,174.28,Potion that makes you see strange visions,"I choose without preferences",Werewolves,,49.74,Ravenclaw
183,33.0,Muggle Born,39.0,M,Magical Creatures,60.69,Flying,225.57,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,48.79,Slytherine
184,32.0,Pure Blood,41.0,F,Magical Creatures,24.2,Apparition,234.8,Silvery Potion,"By a psychological test",Centaurs,,21.71,Ravenclaw
185,30.0,Pure Blood,40.0,M,Magical Creatures,52.91,Flying,240.6,Silvery Potion,"By a psychological test",Centaurs,,86.98,Gryffindor
186,30.0,Muggle Born,41.0,F,Magical Creatures,47.63,Apparition,207.74,Silvery Potion,"By a difficult exam",Werewolves,,59.82,Slytherine
187,26.0,Pure Blood,42.0,M,Magical Creatures,48.57,Apparition,193.55,Silvery Potion,"I choose without preferences",Centaurs,,48.69,Slytherine
188,28.0,Pure Blood,39.0,M,World after we die,67.61,Floo Network,129.56,The Golden Potion,"By a difficult exam",Giants,,54.1,Hufflepuff
189,22.0,Pure Blood,40.0,M,World after we die,48.55,Apparition,105.44,Silvery Potion,"I choose students with high scores",Humans,,86.61,Ravenclaw
190,26.0,Muggle Born,42.0,M,Magical Creatures,45.09,Portkey,212.83,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,35.26,Slytherine
191,28.0,Pure Blood,39.0,F,Magical Creatures,61.95,Floo Network,200.25,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,27.01,Gryffindor
192,33.0,Muggle Born,40.0,F,Magical Creatures,61.15,Portkey,100.02,The Golden Potion,"I choose students with high scores",Werewolves,,12.58,Gryffindor
193,27.0,Muggle Born,42.0,M,Plants,60.84,Portkey,143.53,The Golden Potion,"By a difficult exam",Humans,,87.28,Hufflepuff
194,30.0,Muggle Born,39.0,F,Magical Creatures,34.88,Portkey,143.57,Potion that smells of plums and chocolates,"I choose without preferences",Giants,,31.74,Slytherine
195,32.0,Pure Blood,41.0,F,Magical Creatures,48.74,Flying,173.25,Silvery Potion,"By a difficult exam",Giants,,49.83,Gryffindor
196,31.0,Pure Blood,40.0,M,Evil,44.55,Apparition,169.33,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,28.05,Slytherine
197,30.0,Pure Blood,41.0,M,World after we die,50.67,Apparition,174.04,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,22.69,Ravenclaw
198,33.0,Pure Blood,38.0,F,World after we die,57.78,Flying,109.28,Silvery Potion,"I choose students with high scores",Centaurs,,70.54,Gryffindor
199,31.0,Muggle Born,41.0,M,Evil,60.94,Apparition,196.85,Silvery Potion,"I choose students with high scores",Giants,,19.96,Ravenclaw
200,25.0,Muggle Born,37.0,M,World after we die,29.85,Apparition,91.94,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,73.22,Gryffindor
201,32.0,Pure Blood,40.0,M,Magical Creatures,42.92,Apparition,219.08,Potion that makes you see strange visions,"I choose without preferences",Centaurs,,47.35,Slytherine
202,28.0,Pure Blood,42.0,F,World after we die,53.52,Apparition,160.45,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,33.83,Gryffindor
203,31.0,Pure Blood,40.0,F,World after we die,39.85,Apparition,116.78,The Golden Potion,"By a psychological test",Centaurs,,43.12,Hufflepuff
204,22.0,Pure Blood,41.0,F,World after we die,65.69,Apparition,75.3,Silvery Potion,"By a psychological test",Werewolves,,62.79,Gryffindor
205,26.0,Muggle Born,34.0,F,World after we die,56.85,Apparition,222.34,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,39.41,Slytherine
206,29.0,Pure Blood,40.0,M,Magical Creatures,50.48,Apparition,172.0,Silvery Potion,"By a difficult exam",Centaurs,,21.32,Ravenclaw
207,36.0,Muggle Born,38.0,F,Magical Creatures,46.76,Floo Network,191.25,Silvery Potion,"I choose without preferences",Werewolves,,49.63,Ravenclaw
208,24.0,Pure Blood,39.0,F,World after we die,55.7,Apparition,143.74,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,19.06,Slytherine
209,30.0,Pure Blood,39.0,M,World after we die,44.74,Portkey,193.59,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,35.73,Slytherine
210,33.0,Muggle Born,37.0,M,Magical Creatures,50.05,Floo Network,93.38,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,61.12,Gryffindor
211,28.0,Pure Blood,42.0,M,World after we die,53.63,Apparition,141.87,Silvery Potion,"By a psychological test",Centaurs,,72.92,Slytherine
212,33.0,Muggle Born,39.0,M,Magical Creatures,69.03,Apparition,172.22,Silvery Potion,"By a difficult exam",Werewolves,,33.83,Hufflepuff
213,27.0,Muggle Born,40.0,M,World after we die,56.33,Portkey,123.71,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,62.71,Hufflepuff
214,36.0,Muggle Born,40.0,F,,60.34,Flying,134.27,Potion that makes you see strange visions,"By a difficult exam",Centaurs,,41.14,Hufflepuff
215,24.0,Muggle Born,40.0,M,Plants,82.76,Apparition,96.74,The Golden Potion,"By a difficult exam",Centaurs,,59.13,Gryffindor
216,30.0,Pure Blood,38.0,M,Evil,52.93,Apparition,98.6,Potion that makes you see strange visions,"By a psychological test",Centaurs,,42.48,Gryffindor
217,24.0,Pure Blood,42.0,F,Magical Creatures,44.04,Apparition,161.71,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,Fire,74.53,Hufflepuff
218,31.0,Pure Blood,39.0,F,Magical Creatures,47.15,Portkey,131.63,,"By a difficult exam",Werewolves,,65.72,Ravenclaw
219,28.0,Pure Blood,40.0,M,World after we die,56.68,Apparition,175.7,Silvery Potion,"By a psychological test",Giants,,21.77,Hufflepuff
220,30.0,Pure Blood,40.0,F,World after we die,47.16,Apparition,195.62,The Golden Potion,"By a difficult exam",Giants,,67.86,Slytherine
221,32.0,Muggle Born,44.0,F,Magical Creatures,48.31,Portkey,112.12,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,60.59,Ravenclaw
222,29.0,Muggle Born,40.0,F,Magical Creatures,39.78,Floo Network,204.44,Silvery Potion,"I choose without preferences",Centaurs,,41.1,Ravenclaw
223,29.0,Pure Blood,40.0,F,World after we die,42.01,Floo Network,69.93,The Golden Potion,"By a difficult exam",Werewolves,,71.76,Slytherine
224,33.0,Pure Blood,40.0,M,Plants,54.72,Portkey,187.33,Silvery Potion,"By a difficult exam",Werewolves,,89.08,Slytherine
225,31.0,Muggle Born,41.0,F,World after we die,30.73,Portkey,141.26,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,57.89,Hufflepuff
226,28.0,Pure Blood,42.0,M,Plants,35.85,Portkey,197.94,Silvery Potion,"By a psychological test",Werewolves,,95.68,Hufflepuff
227,29.0,Muggle Born,40.0,M,Magical Creatures,47.95,Portkey,153.47,Silvery Potion,"By a psychological test",Werewolves,,53.22,Slytherine
228,28.0,Pure Blood,42.0,M,Magical Creatures,49.04,Portkey,110.31,Potion that makes you see strange visions,"By a psychological test",Werewolves,,29.11,Gryffindor
229,27.0,Pure Blood,41.0,M,Plants,44.04,Apparition,139.54,Potion that smells of plums and chocolates,"I choose without preferences",Giants,,58.74,Gryffindor
230,27.0,Pure Blood,39.0,M,Magical Creatures,59.22,Floo Network,146.3,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,70.28,Slytherine
231,34.0,Muggle Born,39.0,F,Evil,63.38,Portkey,142.77,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,45.64,Gryffindor
232,32.0,Muggle Born,41.0,F,Magical Creatures,57.43,Floo Network,249.65,The Golden Potion,"By a psychological test",Centaurs,,16.23,Gryffindor
233,37.0,Muggle Born,38.0,M,Plants,38.34,Portkey,218.17,The Golden Potion,,Werewolves,,83.27,Slytherine
234,34.0,Muggle Born,38.0,M,Magical Creatures,62.7,Apparition,133.18,,"I choose students with high scores",Centaurs,,71.92,Slytherine
235,27.0,Muggle Born,38.0,M,World after we die,47.0,Flying,181.36,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,44.83,Slytherine
236,30.0,Muggle Born,40.0,M,Plants,39.79,Flying,155.92,Silvery Potion,"I choose without preferences",Centaurs,,33.88,Ravenclaw
237,29.0,Muggle Born,37.0,M,World after we die,61.85,Portkey,161.01,Potion that makes you see strange visions,"I choose without preferences",Giants,,59.45,Gryffindor
238,27.0,Muggle Born,39.0,F,World after we die,54.44,Apparition,125.03,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,56.62,Slytherine
239,29.0,Pure Blood,37.0,F,World after we die,47.68,Apparition,136.75,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,51.91,Hufflepuff
240,28.0,Muggle Born,44.0,M,Magical Creatures,67.11,Apparition,86.25,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,48.82,Gryffindor
241,29.0,Muggle Born,38.0,F,Plants,51.57,Apparition,164.56,The Golden Potion,"I choose without preferences",Werewolves,,49.63,Ravenclaw
242,29.0,Muggle Born,38.0,M,Magical Creatures,52.33,Flying,162.36,Silvery Potion,"By a difficult exam",Centaurs,,45.37,Slytherine
243,28.0,Pure Blood,40.0,M,World after we die,55.39,Portkey,210.53,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,58.1,Gryffindor
244,34.0,Pure Blood,42.0,F,Magical Creatures,57.85,Flying,177.65,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,5.64,Ravenclaw
245,29.0,Pure Blood,41.0,M,World after we die,43.31,Flying,183.13,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,44.31,Hufflepuff
246,30.0,Muggle Born,42.0,M,Magical Creatures,54.14,Apparition,169.83,The Golden Potion,"I choose without preferences",Centaurs,,34.43,Gryffindor
247,29.0,Pure Blood,39.0,F,World after we die,55.09,Portkey,147.96,Silvery Potion,"By a difficult exam",Werewolves,,51.6,Gryffindor
248,32.0,Pure Blood,40.0,F,World after we die,66.2,Flying,147.24,Silvery Potion,"By a difficult exam",Humans,,31.37,Gryffindor
249,33.0,Pure Blood,41.0,F,Magical Creatures,47.97,Floo Network,169.39,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,69.44,Gryffindor
250,31.0,Pure Blood,36.0,M,Magical Creatures,52.57,Portkey,134.5,The Golden Potion,"By a difficult exam",Centaurs,,30.15,Gryffindor
251,26.0,Muggle Born,36.0,M,World after we die,62.61,Portkey,196.44,Silvery Potion,"I choose students with high scores",Werewolves,,57.41,Slytherine
252,26.0,Muggle Born,35.0,F,Evil,47.2,Portkey,156.33,Potion that makes you see strange visions,"By a psychological test",Werewolves,,52.98,Gryffindor
253,28.0,Muggle Born,40.0,M,World after we die,44.26,Apparition,81.83,Silvery Potion,"By a psychological test",Centaurs,,30.14,Ravenclaw
254,27.0,Pure Blood,40.0,M,Magical Creatures,48.84,Portkey,165.2,Silvery Potion,"By a difficult exam",Centaurs,,67.9,Ravenclaw
255,30.0,Muggle Born,36.0,M,World after we die,56.63,Portkey,166.73,,"I choose without preferences",Centaurs,,63.18,Ravenclaw
256,25.0,Pure Blood,39.0,F,Evil,56.04,Floo Network,146.16,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,103.44,Ravenclaw
257,31.0,Pure Blood,40.0,F,Plants,60.02,Floo Network,213.81,The Golden Potion,"By a psychological test",Centaurs,,38.11,Ravenclaw
258,34.0,Pure Blood,37.0,M,Magical Creatures,38.51,Portkey,153.2,Silvery Potion,"By a difficult exam",Humans,,74.29,Slytherine
259,28.0,Muggle Born,39.0,F,Magical Creatures,45.77,Floo Network,174.55,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,55.13,Gryffindor
260,27.0,Muggle Born,40.0,M,Magical Creatures,36.72,Portkey,174.28,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,22.16,Gryffindor
261,30.0,Muggle Born,38.0,F,Plants,49.89,Portkey,168.4,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,28.05,Slytherine
262,30.0,Pure Blood,39.0,F,Evil,55.24,Floo Network,153.93,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,49.37,Slytherine
263,25.0,Pure Blood,40.0,F,World after we die,52.82,Portkey,167.08,Silvery Potion,"By a difficult exam",Centaurs,,46.18,Hufflepuff
264,29.0,Pure Blood,44.0,M,World after we die,54.35,Apparition,187.3,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,23.21,Gryffindor
265,28.0,Muggle Born,45.0,M,World after we die,47.11,Portkey,157.17,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,26.6,Gryffindor
266,33.0,Pure Blood,36.0,M,World after we die,45.33,Portkey,150.47,The Golden Potion,"I choose students with high scores",Werewolves,,58.66,Ravenclaw
267,27.0,Muggle Born,38.0,M,World after we die,61.41,Portkey,181.84,Silvery Potion,"I choose without preferences",Centaurs,,57.9,Hufflepuff
268,32.0,Muggle Born,40.0,M,World after we die,36.7,Portkey,148.33,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,65.58,Hufflepuff
269,28.0,Pure Blood,37.0,F,World after we die,62.25,Apparition,161.74,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,37.56,Ravenclaw
270,32.0,Muggle Born,38.0,M,Magical Creatures,41.68,Portkey,169.6,Silvery Potion,"I choose students with high scores",Centaurs,,50.9,Gryffindor
271,27.0,Muggle Born,37.0,M,Magical Creatures,38.74,Portkey,131.5,Silvery Potion,"I choose students with high scores",Werewolves,,64.06,Slytherine
272,28.0,Muggle Born,39.0,M,Plants,45.38,Apparition,215.75,The Golden Potion,"By a psychological test",Humans,,71.94,Ravenclaw
273,33.0,Muggle Born,37.0,F,World after we die,50.27,Portkey,143.57,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,72.84,Hufflepuff
274,25.0,Muggle Born,36.0,F,World after we die,48.63,Apparition,173.22,Potion that smells of plums and chocolates,"I choose without preferences",Giants,,19.17,Gryffindor
275,24.0,Pure Blood,37.0,F,Plants,46.31,Apparition,189.7,The Golden Potion,"I choose students with high scores",Centaurs,,46.03,Gryffindor
276,29.0,Muggle Born,40.0,M,Evil,48.08,Portkey,165.75,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,38.59,Hufflepuff
277,33.0,Muggle Born,37.0,F,Magical Creatures,42.7,Flying,124.43,The Golden Potion,"By a difficult exam",Giants,,38.97,Ravenclaw
278,32.0,Pure Blood,38.0,M,World after we die,71.89,Portkey,152.29,Silvery Potion,"By a difficult exam",Giants,,64.87,Gryffindor
279,27.0,Muggle Born,35.0,F,Plants,43.22,Portkey,160.39,Silvery Potion,"By a difficult exam",Centaurs,,54.88,Slytherine
280,30.0,Muggle Born,40.0,M,Evil,49.03,Floo Network,103.1,The Golden Potion,"By a difficult exam",Werewolves,,45.3,Gryffindor
281,30.0,Pure Blood,41.0,M,Magical Creatures,44.99,Flying,142.99,Silvery Potion,"By a difficult exam",Giants,,58.08,Hufflepuff
282,30.0,Pure Blood,39.0,F,Magical Creatures,55.0,Floo Network,206.22,The Golden Potion,"I choose students with high scores",Werewolves,,51.59,Gryffindor
283,28.0,Muggle Born,37.0,F,Plants,50.92,Floo Network,118.96,Potion that smells of plums and chocolates,"I choose without preferences",Humans,,91.1,Slytherine
284,36.0,Pure Blood,40.0,M,World after we die,47.68,Apparition,109.46,Silvery Potion,"By a difficult exam",Werewolves,,55.44,Slytherine
285,29.0,Muggle Born,40.0,M,Evil,54.08,Floo Network,206.36,Potion that smells of plums and chocolates,"I choose without preferences",Giants,,53.3,Gryffindor
286,31.0,Muggle Born,37.0,M,World after we die,52.46,Portkey,138.52,Potion that makes you see strange visions,"I choose without preferences",Humans,,33.48,Gryffindor
287,29.0,Muggle Born,37.0,F,Evil,33.5,Floo Network,162.72,Silvery Potion,"By a difficult exam",Werewolves,,-18.84,Slytherine
288,25.0,Pure Blood,40.0,F,World after we die,53.67,Floo Network,85.09,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,47.74,Hufflepuff
289,28.0,Pure Blood,42.0,M,World after we die,38.13,Apparition,173.4,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,56.7,Ravenclaw
290,29.0,Pure Blood,38.0,F,Magical Creatures,65.91,Apparition,157.28,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,15.38,Slytherine
291,30.0,Muggle Born,42.0,M,World after we die,59.99,Apparition,188.91,Silvery Potion,"By a difficult exam",Humans,,58.32,Hufflepuff
292,33.0,Pure Blood,42.0,M,World after we die,34.4,Portkey,166.94,The Golden Potion,"By a difficult exam",Werewolves,,48.0,Hufflepuff
293,27.0,Muggle Born,39.0,M,Plants,60.26,Portkey,98.67,Potion that smells of plums and chocolates,,Centaurs,,63.41,Slytherine
294,23.0,Muggle Born,41.0,F,World after we die,42.21,Floo Network,181.77,Silvery Potion,"By a difficult exam",Werewolves,,64.87,Slytherine
295,29.0,Pure Blood,38.0,F,Plants,33.37,Apparition,139.41,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,21.88,Hufflepuff
296,29.0,Pure Blood,40.0,F,Magical Creatures,59.7,Apparition,134.48,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,55.39,Hufflepuff
297,31.0,Pure Blood,39.0,M,Magical Creatures,60.32,Flying,117.3,The Golden Potion,"By a difficult exam",Werewolves,,52.77,Hufflepuff
298,28.0,Pure Blood,38.0,M,World after we die,58.27,Apparition,171.41,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,100.94,Slytherine
299,33.0,Pure Blood,35.0,M,Evil,54.42,Floo Network,178.24,Potion that smells of plums and chocolates,"I choose without preferences",Giants,,86.85,Hufflepuff
300,29.0,Muggle Born,38.0,F,World after we die,66.96,Apparition,207.76,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,40.87,Slytherine
301,28.0,Muggle Born,42.0,M,Magical Creatures,51.5,Apparition,226.57,Silvery Potion,"I choose students with high scores",Centaurs,,52.9,Slytherine
302,30.0,Muggle Born,39.0,F,Magical Creatures,41.7,Portkey,184.68,Silvery Potion,"I choose without preferences",Werewolves,,67.82,Gryffindor
303,35.0,Muggle Born,43.0,M,Magical Creatures,40.66,Apparition,98.4,The Golden Potion,"I choose without preferences",Humans,,43.88,Slytherine
304,30.0,Pure Blood,38.0,M,Magical Creatures,52.28,Apparition,68.07,The Golden Potion,"By a psychological test",Werewolves,,50.22,Slytherine
